date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:35:12	338518/338518	---MCZ	200	added ('OK')	application/javascript	etag:W/%22024f47056f4d41:0%22	https://grandetest.com/theme/html-careerup/js/jquery-3.3.1.js	grandetest.com/theme/html-careerup/js/jquery-3.3.1.js	(from https://grandetest.com/theme/html-careerup/)
08:35:13	8516/8516	---MCZ	200	added ('OK')	application/javascript	etag:W/%2205c7fe877e8d41:0%22	https://grandetest.com/theme/html-careerup/js/jquery-migrate-3.0.0.min.js	grandetest.com/theme/html-careerup/js/jquery-migrate-3.0.0.min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:13	19187/19187	---MCZ	200	added ('OK')	application/javascript	etag:W/%22089b0e977e8d41:0%22	https://grandetest.com/theme/html-careerup/js/popper.min.js	grandetest.com/theme/html-careerup/js/popper.min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:15	54838/54838	---MCZ	200	added ('OK')	application/javascript	etag:W/%2208793155f4d41:0%22	https://grandetest.com/theme/html-careerup/js/bootstrap.min.js	grandetest.com/theme/html-careerup/js/bootstrap.min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:16	24094/24094	---MCZ	200	added ('OK')	application/javascript	etag:W/%22089b0e977e8d41:0%22	https://grandetest.com/theme/html-careerup/js/jquery.mmenu.all.js	grandetest.com/theme/html-careerup/js/jquery.mmenu.all.js	(from https://grandetest.com/theme/html-careerup/)
08:35:17	4703/4703	---MCZ	200	added ('OK')	application/javascript	etag:W/%2202f4ee777e8d41:0%22	https://grandetest.com/theme/html-careerup/js/ace-responsive-menu.js	grandetest.com/theme/html-careerup/js/ace-responsive-menu.js	(from https://grandetest.com/theme/html-careerup/)
08:35:18	44848/44848	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f610ab55f4d41:0%22	https://grandetest.com/theme/html-careerup/js/bootstrap-select.min.js	grandetest.com/theme/html-careerup/js/bootstrap-select.min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:19	3386/3386	---MCZ	200	added ('OK')	application/javascript	etag:W/%22021de677e8d41:0%22	https://grandetest.com/theme/html-careerup/js/snackbar.min.js	grandetest.com/theme/html-careerup/js/snackbar.min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:20	42332/42332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2201752fd55f4d41:0%22	https://grandetest.com/theme/html-careerup/js/simplebar.js	grandetest.com/theme/html-careerup/js/simplebar.js	(from https://grandetest.com/theme/html-careerup/)
08:35:21	4225/4225	---MCZ	200	added ('OK')	application/javascript	etag:W/%2202f4ee777e8d41:0%22	https://grandetest.com/theme/html-careerup/js/parallax-new.js	grandetest.com/theme/html-careerup/js/parallax-new.js	(from https://grandetest.com/theme/html-careerup/)
08:35:22	32652/32652	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f7c26f56f4d41:0%22	https://grandetest.com/theme/html-careerup/js/parallax.js	grandetest.com/theme/html-careerup/js/parallax.js	(from https://grandetest.com/theme/html-careerup/)
08:35:23	5653/5653	---MCZ	200	added ('OK')	application/javascript	etag:W/%22051257256f4d41:0%22	https://grandetest.com/theme/html-careerup/js/scrollto.js	grandetest.com/theme/html-careerup/js/scrollto.js	(from https://grandetest.com/theme/html-careerup/)
08:35:24	11841/11841	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f7c26f56f4d41:0%22	https://grandetest.com/theme/html-careerup/js/jquery-scrolltofixed-min.js	grandetest.com/theme/html-careerup/js/jquery-scrolltofixed-min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:25	8391/8391	---MCZ	200	added ('OK')	application/javascript	etag:W/%22051257256f4d41:0%22	https://grandetest.com/theme/html-careerup/js/jquery.counterup.js	grandetest.com/theme/html-careerup/js/jquery.counterup.js	(from https://grandetest.com/theme/html-careerup/)
08:35:25	8290/8290	---MCZ	200	added ('OK')	application/javascript	etag:W/%220468d2555f4d41:0%22	https://grandetest.com/theme/html-careerup/js/wow.min.js	grandetest.com/theme/html-careerup/js/wow.min.js	(from https://grandetest.com/theme/html-careerup/)
08:35:27	3443/3443	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f7c26f56f4d41:0%22	https://grandetest.com/theme/html-careerup/js/progressbar.js	grandetest.com/theme/html-careerup/js/progressbar.js	(from https://grandetest.com/theme/html-careerup/)
08:35:28	68308/68308	---MCZ	200	added ('OK')	application/javascript	etag:W/%2203d75ee77e8d41:0%22	https://grandetest.com/theme/html-careerup/js/slider.js	grandetest.com/theme/html-careerup/js/slider.js	(from https://grandetest.com/theme/html-careerup/)
08:35:29	57702/57702	---MCZ	200	added ('OK')	application/javascript	etag:W/%22024f47056f4d41:0%22	https://grandetest.com/theme/html-careerup/js/timepicker.js	grandetest.com/theme/html-careerup/js/timepicker.js	(from https://grandetest.com/theme/html-careerup/)
08:35:30	8333/8333	---MCZ	200	added ('OK')	application/javascript	etag:W/%22070ffd8cbf6d41:0%22	https://grandetest.com/theme/html-careerup/js/script.js	grandetest.com/theme/html-careerup/js/script.js	(from https://grandetest.com/theme/html-careerup/)
08:35:31	29192/29192	---MCZ	200	added ('OK')	text/css	etag:W/%2204d3fd50f4d41:0%22	https://grandetest.com/theme/html-careerup/css/jquery-ui.min.css	grandetest.com/theme/html-careerup/css/jquery-ui.min.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:32	30591/30591	---MCZ	200	added ('OK')	text/css	etag:W/%22076c64d50f4d41:0%22	https://grandetest.com/theme/html-careerup/css/font-awesome.min.css	grandetest.com/theme/html-careerup/css/font-awesome.min.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:33	18366/18366	---MCZ	200	added ('OK')	text/css	etag:W/%220aa21eb50f4d41:0%22	https://grandetest.com/theme/html-careerup/css/font-awesome-animation.min.css	grandetest.com/theme/html-careerup/css/font-awesome-animation.min.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:34	12086/12086	---MCZ	200	added ('OK')	text/css	etag:W/%220f3a0fa50f4d41:0%22	https://grandetest.com/theme/html-careerup/css/menu.css	grandetest.com/theme/html-careerup/css/menu.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:35	8636/8636	---MCZ	200	added ('OK')	text/css	etag:W/%2205c7fe877e8d41:0%22	https://grandetest.com/theme/html-careerup/css/ace-responsive-menu.css	grandetest.com/theme/html-careerup/css/ace-responsive-menu.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:36	9771/9771	---MCZ	200	added ('OK')	text/css	etag:W/%220c66ff950f4d41:0%22	https://grandetest.com/theme/html-careerup/css/bootstrap-select.min.css	grandetest.com/theme/html-careerup/css/bootstrap-select.min.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:36	5616/5616	---MCZ	200	added ('OK')	text/css	etag:W/%220f3a0fa50f4d41:0%22	https://grandetest.com/theme/html-careerup/css/simplebar.min.css	grandetest.com/theme/html-careerup/css/simplebar.min.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:38	2547/2547	---MCZ	200	added ('OK')	text/css	etag:W/%220bd3b3651f4d41:0%22	https://grandetest.com/theme/html-careerup/css/progressbar.css	grandetest.com/theme/html-careerup/css/progressbar.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:39	5189/5189	---MCZ	200	added ('OK')	text/css	etag:W/%220df11c51f4d41:0%22	https://grandetest.com/theme/html-careerup/css/flaticon.css	grandetest.com/theme/html-careerup/css/flaticon.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:40	56193/56193	---MCZ	200	added ('OK')	text/css	etag:W/%22078fda550f4d41:0%22	https://grandetest.com/theme/html-careerup/css/animate.css	grandetest.com/theme/html-careerup/css/animate.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:41	34060/34060	---MCZ	200	added ('OK')	text/css	etag:W/%2205caf9750f4d41:0%22	https://grandetest.com/theme/html-careerup/css/slider.css	grandetest.com/theme/html-careerup/css/slider.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:42	4745/4745	---MCZ	200	added ('OK')	text/css	etag:W/%220f0e4e51f4d41:0%22	https://grandetest.com/theme/html-careerup/css/fancyBox.css	grandetest.com/theme/html-careerup/css/fancyBox.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:42	3917/3917	---MCZ	200	added ('OK')	text/css	etag:W/%2202295451f4d41:0%22	https://grandetest.com/theme/html-careerup/css/owl.css	grandetest.com/theme/html-careerup/css/owl.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:44	4178/4178	---MCZ	200	added ('OK')	text/css	etag:W/%22055b22c51f4d41:0%22	https://grandetest.com/theme/html-careerup/css/map-css/maps.css	grandetest.com/theme/html-careerup/css/map-css/maps.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:45	4854/4854	---MCZ	200	added ('OK')	text/css	etag:W/%220d9894451f4d41:0%22	https://grandetest.com/theme/html-careerup/css/map-css/searcher.css	grandetest.com/theme/html-careerup/css/map-css/searcher.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:46	11276/11276	---MCZ	200	added ('OK')	text/css	etag:W/%2207541ba50f4d41:0%22	https://grandetest.com/theme/html-careerup/css/map-css/info-box.css	grandetest.com/theme/html-careerup/css/map-css/info-box.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:47	16278/16278	---MCZ	200	added ('OK')	text/css	etag:W/%2205f6b8350f4d41:0%22	https://grandetest.com/theme/html-careerup/css/timecounter.css	grandetest.com/theme/html-careerup/css/timecounter.css	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:47	16224/16224	---M--	200	added ('OK')	image/png	etag:%22022584b38f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/home3_bg.png	grandetest.com/theme/html-careerup/images/home/home3_bg.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:49	33847/33847	---M--	200	added ('OK')	image/png	etag:%220a9eb4e38f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/home6_bg.png	grandetest.com/theme/html-careerup/images/home/home6_bg.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:51	126063/126063	---M--	200	added ('OK')	image/jpeg	etag:%2203d75ee77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/background/2.jpg	grandetest.com/theme/html-careerup/images/background/2.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:52	14516/14516	---M--	200	added ('OK')	image/png	etag:%2203df49437f4d41:0%22	https://grandetest.com/theme/html-careerup/images/about/5.png	grandetest.com/theme/html-careerup/images/about/5.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:54	138570/138570	---M--	200	added ('OK')	image/jpeg	etag:%2203d75ee77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/background/banner1.jpg	grandetest.com/theme/html-careerup/images/background/banner1.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:55	17479/17479	---M--	200	added ('OK')	image/png	etag:%22029c8c37f4d41:0%22	https://grandetest.com/theme/html-careerup/images/about/6.png	grandetest.com/theme/html-careerup/images/about/6.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:56	120442/120442	---M--	200	added ('OK')	image/jpeg	etag:%2203d75ee77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/background/1.jpg	grandetest.com/theme/html-careerup/images/background/1.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:58	30740/30740	---M--	200	added ('OK')	image/jpeg	etag:%220b0e8b937f4d41:0%22	https://grandetest.com/theme/html-careerup/images/background/3.jpg	grandetest.com/theme/html-careerup/images/background/3.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:58	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:35:58%20GMT	https://grandetest.com/theme/html-careerup/images/background/4.jpg	grandetest.com/theme/html-careerup/images/background/4.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:59	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:35:59%20GMT	https://grandetest.com/theme/html-careerup/images/background/5.jpg	grandetest.com/theme/html-careerup/images/background/5.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:35:59	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:35:59%20GMT	https://grandetest.com/theme/html-careerup/images/background/6.jpg	grandetest.com/theme/html-careerup/images/background/6.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:00	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:00%20GMT	https://grandetest.com/theme/html-careerup/images/background/split-one.jpg	grandetest.com/theme/html-careerup/images/background/split-one.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:02	92738/92738	---M--	200	added ('OK')	image/jpeg	etag:%2206a3d38f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/h1.jpg	grandetest.com/theme/html-careerup/images/home/h1.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:04	127889/127889	---M--	200	added ('OK')	image/jpeg	etag:%2208d9d4038f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/h2.jpg	grandetest.com/theme/html-careerup/images/home/h2.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:06	128927/128927	---M--	200	added ('OK')	image/jpeg	etag:%22041624538f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/h3.jpg	grandetest.com/theme/html-careerup/images/home/h3.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:06	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:06%20GMT	https://grandetest.com/theme/html-careerup/images/home/h4.jpg	grandetest.com/theme/html-careerup/images/home/h4.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:07	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:07%20GMT	https://grandetest.com/theme/html-careerup/images/home/h5.jpg	grandetest.com/theme/html-careerup/images/home/h5.jpg	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:08	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:08%20GMT	https://grandetest.com/theme/html-careerup/images/pattern/1.png	grandetest.com/theme/html-careerup/images/pattern/1.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:09	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:09%20GMT	https://grandetest.com/theme/html-careerup/images/pattern/2.png	grandetest.com/theme/html-careerup/images/pattern/2.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:10	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:10%20GMT	https://grandetest.com/theme/html-careerup/images/pattern/3.png	grandetest.com/theme/html-careerup/images/pattern/3.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:11	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:11%20GMT	https://grandetest.com/theme/html-careerup/images/pattern/4.png	grandetest.com/theme/html-careerup/images/pattern/4.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:12	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:12%20GMT	https://grandetest.com/theme/html-careerup/images/pattern/5.png	grandetest.com/theme/html-careerup/images/pattern/5.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:13	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:13%20GMT	https://grandetest.com/theme/html-careerup/images/pattern/6.png	grandetest.com/theme/html-careerup/images/pattern/6.png	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:15	51822/51822	---M--	200	added ('OK')	image/gif	etag:%2201044ed77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/preloader.gif	grandetest.com/theme/html-careerup/images/preloader.gif	(from https://grandetest.com/theme/html-careerup/css/style.css)
08:36:16	4205/4205	---M--	200	added ('OK')	image/png	etag:%22021de677e8d41:0%22	https://grandetest.com/theme/html-careerup/images/header-logo3.png	grandetest.com/theme/html-careerup/images/header-logo3.png	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:17	1932/1932	---M--	200	added ('OK')	image/jpeg	etag:%2205c2bc038f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/13.jpg	grandetest.com/theme/html-careerup/images/partners/13.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:18	3005/3005	---M--	200	added ('OK')	image/jpeg	etag:%2207ef1a538f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/5.jpg	grandetest.com/theme/html-careerup/images/partners/5.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:19	6115/6115	---M--	200	added ('OK')	image/jpeg	etag:%220585a938f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/6.jpg	grandetest.com/theme/html-careerup/images/partners/6.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:20	4550/4550	---M--	200	added ('OK')	image/jpeg	etag:%2205fe7ab38f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/7.jpg	grandetest.com/theme/html-careerup/images/partners/7.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:21	3412/3412	---M--	200	added ('OK')	image/jpeg	etag:%220e67aaf38f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/8.jpg	grandetest.com/theme/html-careerup/images/partners/8.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:22	4234/4234	---M--	200	added ('OK')	image/jpeg	etag:%220ad86303af4d41:0%22	https://grandetest.com/theme/html-careerup/images/testimonial/1.jpg	grandetest.com/theme/html-careerup/images/testimonial/1.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:23	6568/6568	---M--	200	added ('OK')	image/jpeg	etag:%2207e9323af4d41:0%22	https://grandetest.com/theme/html-careerup/images/testimonial/2.jpg	grandetest.com/theme/html-careerup/images/testimonial/2.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:24	5984/5984	---M--	200	added ('OK')	image/jpeg	etag:%220614b353af4d41:0%22	https://grandetest.com/theme/html-careerup/images/testimonial/3.jpg	grandetest.com/theme/html-careerup/images/testimonial/3.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:25	8620/8620	---M--	200	added ('OK')	image/jpeg	etag:%220bbad373af4d41:0%22	https://grandetest.com/theme/html-careerup/images/testimonial/4.jpg	grandetest.com/theme/html-careerup/images/testimonial/4.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:26	48545/48545	---M--	200	added ('OK')	image/jpeg	etag:%2201044ed77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h31.jpg	grandetest.com/theme/html-careerup/images/blog/h31.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:27	51232/51232	---M--	200	added ('OK')	image/jpeg	etag:%2201044ed77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h32.jpg	grandetest.com/theme/html-careerup/images/blog/h32.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:28	61931/61931	---M--	200	added ('OK')	image/jpeg	etag:%2201044ed77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h33.jpg	grandetest.com/theme/html-careerup/images/blog/h33.jpg	(from https://grandetest.com/theme/html-careerup/index3.html)
08:36:28	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:28%20GMT	https://grandetest.com/theme/html-careerup/a	grandetest.com/theme/html-careerup/a	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:29	27044/27044	---M--	200	added ('OK')	image/jpeg	etag:%220b6e1ea77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/1.jpg	grandetest.com/theme/html-careerup/images/service/1.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:31	20057/20057	---M--	200	added ('OK')	image/jpeg	etag:%22089b0e977e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/2.jpg	grandetest.com/theme/html-careerup/images/service/2.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:32	27951/27951	---M--	200	added ('OK')	image/jpeg	etag:%220b6e1ea77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/3.jpg	grandetest.com/theme/html-careerup/images/service/3.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:34	19576/19576	---M--	200	added ('OK')	image/jpeg	etag:%22089b0e977e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/4.jpg	grandetest.com/theme/html-careerup/images/service/4.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:35	36352/36352	---M--	200	added ('OK')	image/jpeg	etag:%220e312ec77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/5.jpg	grandetest.com/theme/html-careerup/images/service/5.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:36	21996/21996	---M--	200	added ('OK')	image/jpeg	etag:%2201cda539f4d41:0%22	https://grandetest.com/theme/html-careerup/images/service/6.jpg	grandetest.com/theme/html-careerup/images/service/6.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:37	24741/24741	---M--	200	added ('OK')	image/jpeg	etag:%22089b0e977e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/7.jpg	grandetest.com/theme/html-careerup/images/service/7.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:39	19814/19814	---M--	200	added ('OK')	image/jpeg	etag:%22089b0e977e8d41:0%22	https://grandetest.com/theme/html-careerup/images/service/8.jpg	grandetest.com/theme/html-careerup/images/service/8.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:39	3208/3208	---M--	200	added ('OK')	image/jpeg	etag:%2202e752b39f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/l1.jpg	grandetest.com/theme/html-careerup/images/partners/l1.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:40	4893/4893	---M--	200	added ('OK')	image/jpeg	etag:%22088d72d39f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/l2.jpg	grandetest.com/theme/html-careerup/images/partners/l2.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:41	5418/5418	---M--	200	added ('OK')	image/jpeg	etag:%22069cd3339f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/l3.jpg	grandetest.com/theme/html-careerup/images/partners/l3.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:43	6174/6174	---M--	200	added ('OK')	image/jpeg	etag:%220f0603739f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/l4.jpg	grandetest.com/theme/html-careerup/images/partners/l4.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:44	3927/3927	---M--	200	added ('OK')	image/jpeg	etag:%22077f43a39f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/l5.jpg	grandetest.com/theme/html-careerup/images/partners/l5.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:44	2684/2684	---M--	200	added ('OK')	image/jpeg	etag:%2202bb93f39f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/l6.jpg	grandetest.com/theme/html-careerup/images/partners/l6.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:46	38685/38685	---M--	200	added ('OK')	image/jpeg	etag:%220e312ec77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h41.jpg	grandetest.com/theme/html-careerup/images/blog/h41.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:47	39465/39465	---M--	200	added ('OK')	image/jpeg	etag:%220e312ec77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h42.jpg	grandetest.com/theme/html-careerup/images/blog/h42.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:48	36848/36848	---M--	200	added ('OK')	image/jpeg	etag:%220e312ec77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h43.jpg	grandetest.com/theme/html-careerup/images/blog/h43.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:49	4069/4069	---M--	200	added ('OK')	image/jpeg	etag:%2206deb338f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/9.jpg	grandetest.com/theme/html-careerup/images/partners/9.jpg	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:50	3802/3802	---M--	200	added ('OK')	image/png	etag:%22021de677e8d41:0%22	https://grandetest.com/theme/html-careerup/images/header-logo4.png	grandetest.com/theme/html-careerup/images/header-logo4.png	(from https://grandetest.com/theme/html-careerup/index4.html)
08:36:51	1245/1245	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Mar%202020%2000:36:51%20GMT	https://grandetest.com/theme/html-careerup/%22images/home/1.jpg%22	grandetest.com/theme/html-careerup/_images/home/1.jpg_	(from https://grandetest.com/theme/html-careerup/index5.html)
08:36:53	112142/112142	---M--	200	added ('OK')	image/jpeg	etag:%220f8e23538f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/2.jpg	grandetest.com/theme/html-careerup/images/home/2.jpg	(from https://grandetest.com/theme/html-careerup/index5.html)
08:36:55	185163/185163	---M--	200	added ('OK')	image/jpeg	etag:%2204ccd6038f4d41:0%22	https://grandetest.com/theme/html-careerup/images/home/3.jpg	grandetest.com/theme/html-careerup/images/home/3.jpg	(from https://grandetest.com/theme/html-careerup/index5.html)
08:36:56	58042/58042	---M--	200	added ('OK')	image/jpeg	etag:%22096d1338f4d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h51.jpg	grandetest.com/theme/html-careerup/images/blog/h51.jpg	(from https://grandetest.com/theme/html-careerup/index5.html)
08:36:57	42537/42537	---M--	200	added ('OK')	image/jpeg	etag:%2201044ed77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h52.jpg	grandetest.com/theme/html-careerup/images/blog/h52.jpg	(from https://grandetest.com/theme/html-careerup/index5.html)
08:36:59	44656/44656	---M--	200	added ('OK')	image/jpeg	etag:%2201044ed77e8d41:0%22	https://grandetest.com/theme/html-careerup/images/blog/h53.jpg	grandetest.com/theme/html-careerup/images/blog/h53.jpg	(from https://grandetest.com/theme/html-careerup/index5.html)
08:37:00	3094/3094	---M--	200	added ('OK')	image/png	etag:%220d5ebe477e8d41:0%22	https://grandetest.com/theme/html-careerup/images/footer-logo.png	grandetest.com/theme/html-careerup/images/footer-logo.png	(from https://grandetest.com/theme/html-careerup/index5.html)
08:37:00	4739/4739	---M--	200	added ('OK')	image/png	etag:%2202f4ee777e8d41:0%22	https://grandetest.com/theme/html-careerup/images/header-logo5.png	grandetest.com/theme/html-careerup/images/header-logo5.png	(from https://grandetest.com/theme/html-careerup/index6.html)
08:37:02	14672/14672	---M--	200	added ('OK')	image/png	etag:%22022857c39f4d41:0%22	https://grandetest.com/theme/html-careerup/images/resource/phone_home6.png	grandetest.com/theme/html-careerup/images/resource/phone_home6.png	(from https://grandetest.com/theme/html-careerup/index6.html)
08:37:03	1632/1632	---M--	200	added ('OK')	image/jpeg	etag:%220f4a1b638f4d41:0%22	https://grandetest.com/theme/html-careerup/images/partners/10.jpg	grandetest.com/theme/html-careerup/images/partners/10.jpg	(from https://grandetest.com/theme/html-careerup/page-job-list-v1.html)
